square_footage,total_land_area,price
16.530974802911626,-3.6324372545092625,31.205345834506602
17.200756736468133,0.2286639046704232,32.16167008146251
12.380910649196258,15.699874970101387,36.851750638082564
6.129373925157474,3.5636718154546396,37.77425165928234
9.294588220372447,47.22323210133388,42.7199416404779
19.08581037148821,25.69518140648792,45.495319452016616
11.410913963947937,16.854592825684016,49.01389918208922
-10.889589649614173,-18.306271002034563,51.2337584377956
10.518543478001439,-29.383579046362662,55.303486557146
18.14532012008851,-17.940217959035607,56.61692450948705
18.022741415576345,20.95103777798173,60.3922964017991
11.900657980928763,-3.381210228393215,61.905813237879805
15.322064593645555,-6.636621039895516,67.26603801411551
22.812239306585862,33.93539652582544,70.97264130041017
36.10996102253088,0.3495749204209666,71.89383780055508
15.522140739417305,3.9453591181951424,74.75443081883321
25.48593122891362,18.750556488337068,77.1516703030201
20.323662186753754,38.13444907894778,80.42410600486022
23.1878893824618,15.67191419042016,84.84678915226965
21.8218316731946,0.2625090683090292,87.41444413098765
13.03350874056818,-5.449455408802745,90.84560352888568
17.63617027340541,33.74338667056848,93.17747439184882
15.035958934310635,59.723719114905464,95.61762872667992
13.765531123910252,28.251508378649262,98.59387724157017
30.670837810554545,75.7874323005347,102.17762783678553
40.96063233453539,17.136432658102976,104.25632015607971
27.76860159131624,29.87970088364309,108.63087693899324
46.191853486528586,15.97242668100133,109.40794558369305
21.655051123856666,31.019181170548663,113.98136523074145
26.171060725249426,58.94327714603353,116.04302139516248
37.76694031268939,-6.358620186586286,120.28046854513265
42.52492556994176,5.724832953604082,123.05263902338594
52.42559210733046,52.459718963629996,124.58693583003897
26.82125769897214,37.98202998355467,128.91004164322496
24.50916765200317,35.520621341592275,134.10396203254317
38.42789276730544,35.894027133627766,134.23272808520602
56.38766390242277,35.17949292028637,138.37114147483933
32.49693002681033,42.16587657375788,140.41578363189598
48.67530635147413,73.59075559858707,144.92392761443003
56.09051969225216,20.962512223327884,146.25705776614328
38.056059233706215,20.775622539530474,148.87243974444723
51.650812330171334,42.250961539729474,152.52038855810693
42.68488540337425,64.74483375764827,156.13798350914254
57.35946692907823,49.22721836623664,160.41954453834552
44.5947990273596,35.97446040433886,162.13240828125058
46.29405863076931,51.28012544936062,165.40656719827848
63.72930824197388,25.645287392371667,168.65993254127656
35.04928200688709,66.74997602869443,171.1538315850257
47.34747686023115,59.32864601983724,172.6063090098588
48.326926277225915,47.36480380144311,176.31206646878823
46.04408041920793,62.856856735256514,179.30533233897054
45.66762187482967,56.005405656997866,183.4172240754957
55.37774808482622,55.7691578109511,184.60176546016436
47.69972125892738,46.991261208243564,189.10225519055672
67.13655833022963,35.06157945465095,192.03335477904926
62.31952576908016,48.19119950702428,195.85700549589671
47.49877854626207,34.63075840602866,197.87945547269248
61.83091865122999,36.14689179393265,200.65101734367028
70.22676249788071,43.95567378473642,202.12531782340784
62.139331662345256,19.861059225191532,206.4617626017082
45.078653441934264,37.25721657949499,211.26847385793727
67.61669263871451,35.02961002236144,212.19883202247212
63.49558593939424,116.02410380206157,216.13398727672194
66.07077236937171,75.66586975054267,217.41390439282983
62.89970263962457,86.7361338326769,223.28318799322344
76.44576958442119,71.6129092960086,225.06864017646777
72.65199042817008,71.16366129908832,226.70535350664233
67.88155305613431,50.78905575530271,231.35507973889176
65.22488971613899,77.28434991831112,232.87780588437647
67.52687352499616,59.51054777168683,236.93457928613492
82.6867538450405,104.72863500884796,238.80770168255552
70.69934891255487,109.53307477139879,243.97262963843366
79.50170712699249,46.18044167172316,245.98960942743835
74.91156520846644,63.09268472249378,248.7003683379643
74.07439226824386,66.26267828602195,253.00160722569572
84.89738383655688,91.01962500710371,256.76179298237247
75.68285557461941,86.85951613933236,258.85015611509573
94.9955995672954,103.25705610772769,258.02795134182253
87.70134887815078,69.97630638512358,264.34012936450966
80.47958048088267,76.1080438615395,267.93324144641133
77.50190906377847,151.31811096156207,269.7326607421216
102.20445513728887,62.58783429926976,273.054193547054
93.15116858016896,86.91013572466944,276.3314124742317
80.71542866169578,41.73012170857626,279.8951074834887
72.29935079441377,66.47952729629195,282.62275039371775
82.88115269391928,110.72970135088865,285.99298865793037
82.02864644123375,91.95254202424387,289.4047987271947
79.47525235253991,85.46781837232453,289.9220273918553
97.86727456109318,107.00425865168685,295.0226420362625
70.41268170649505,90.10866773371578,297.98388253044675
83.17301524717251,100.49662125790013,298.9828741515048
94.5784219010561,64.81121393989007,302.61203787063175
85.6559363163816,119.28377198612897,306.9786815779195
83.57195942884611,84.68806056630521,309.5015709207993
92.1869942525391,86.21779128257342,311.0326888521067
84.43930506155431,93.4389075413541,314.75849416456566
83.61292366549992,114.81421416507787,317.7246450922139
101.8542123271336,145.17140723375547,321.32321040924444
83.591346149541,118.03169275613358,322.7105103286114
96.78763433280632,116.77837522735076,326.61791220460873
