square_footage,total_land_area,price
-3.4231723240963174,-3.432184369914629,29.773985341890896
-4.038486258854791,-1.2488203867953889,32.800873703782784
-3.1139729769091025,-12.622815931472026,36.21963155603708
18.687904893754542,20.72248182521868,38.97755110756252
5.834368720175613,15.214234936169763,40.90697177734464
10.567727911219281,13.586793797988442,45.21967389190743
1.7547565562832945,7.086928514158327,49.55244941953798
8.612360305229943,3.5770618094793183,50.35607601197263
1.9894685120148434,38.276755236620815,53.5382201139114
-3.9290812570533404,10.289748516795264,57.277133817260776
8.781082427700193,2.2576443267851323,61.66679290339542
18.40131773978185,7.324647694387355,62.83687772102591
9.205835249235465,13.673599071164912,65.79752216050281
24.01242820063316,22.838378458654745,68.73752296221325
23.72863537478802,-18.87313646609772,72.35827676529772
16.622270044928598,39.88848905218294,75.0298817849153
15.221649541636049,2.4675689234019806,79.12978256024587
7.602547662509496,23.159919345229056,81.42332232416892
14.933427845320635,36.137043689579215,83.78849437255619
6.58951275070066,-10.116921285145523,86.73616378284942
22.202952530610684,17.09856516262897,89.86739452450084
17.65431969676746,12.293720857256842,93.86877049697733
30.355831269944623,1.6412694956234546,95.63603655458583
42.73429390826773,33.09574495257118,100.32143646757581
26.110929471340427,-0.1810971072362335,102.89594892370657
10.384854714728283,32.47504878129644,105.7556302965475
37.97332981866562,13.742008273781263,109.24862322255399
18.374172873167588,44.52853028595358,110.20896897518607
37.48436307686655,13.29504002821761,113.35148245286567
44.86045463661502,3.3085718978430663,117.24881669587164
10.400043441407917,37.89189453314462,120.20989188079588
37.554122028113696,42.5755581688729,124.12751899908793
11.960469528548956,20.64929527813335,125.21469671232461
27.224799039719038,29.72181812146297,129.08532375978402
38.60985904297306,30.28934189440487,132.60738360461727
41.366335213544396,5.652731780852498,136.3677682590226
35.27468199409244,44.84242506955479,137.79919278556525
49.355655028101225,45.655567262339744,142.07124177177405
33.72074822775224,74.6202682563456,143.70929462090115
33.47134182556217,27.356804746476833,146.886155255407
51.571911689909285,32.8321322184614,151.72893024951816
5.239884172275076,50.81901694116406,151.95617650839182
64.6423160730839,21.745215403716454,155.94413205071294
45.85731642618907,25.028416774260585,159.4304619284309
44.03852688281397,54.6277223384964,162.66203980613378
59.19875458968378,51.25553663701614,165.24831578778145
51.94023829251769,43.143527073292255,168.97804342252533
24.150680420379487,52.65062550429526,170.97775854596063
44.43473069130496,50.2843689781925,173.70418645742296
30.577397841730285,28.03992668463209,179.03552720335992
41.624558514122945,30.5778543019397,180.29439574126803
29.50228999577058,56.22888889502473,184.49747681641927
45.734375277962236,35.3250211040134,185.0023654655164
56.60611395015962,59.250937077815095,188.41908661228163
53.87988911633626,69.0124339747216,192.0860451996408
57.53774761294108,89.51716874786979,195.28743361801287
69.3010886857715,73.22608142541343,199.55914436681493
59.87572437000611,39.88102285291161,201.84664072138148
64.76340546769741,47.43314468287458,202.19502583903824
71.742869513968,72.48339745658505,206.46169837473659
52.18277996224062,82.52273616866681,209.3364419531102
65.78138106697972,75.2269223851834,211.07934191436152
67.60326937682667,37.739405288184614,215.67605507668193
57.78243914270788,97.73603070795318,218.814216216208
61.58566883374167,52.129982588204555,220.8753949729972
51.29275856733119,75.3754244815086,225.29449153622065
66.87113669198047,24.48156134528955,227.34951169237905
69.03665789286924,42.85658474880674,231.81327045097035
77.07015969375757,89.19399784155272,233.2123374412428
54.514582074666336,97.09505726098257,236.56437005083376
79.56622982816697,76.5955024580975,237.96705503431042
68.32915931178107,71.24515984117825,243.48400297940188
77.20233111227373,96.27620612044365,244.86502941489422
69.66735080419625,61.74959576926455,248.30881074978154
71.75764343601871,80.37085209651174,253.20463100839476
63.86053035921908,77.75774872436321,254.18842552482252
88.36546960045412,67.24604120656565,258.21723675458554
80.66708197646798,65.71405884033464,262.73799075952434
94.10269358685159,95.98529476929895,265.1915904634442
67.88443558887772,103.54188385196608,264.8825816894837
71.91031207522889,36.001424827573686,269.57956971798546
100.83218291096607,89.97376595611365,274.4810102919709
86.04778248512505,47.150262545756114,278.32929905177645
96.90711180443594,124.89847631665172,280.0119889140919
82.08388385995542,59.912356575924605,281.2542642047839
85.15725064314225,69.19148461324727,287.4059366945689
99.8895102577787,54.91649521819153,287.48289812256445
86.64406123230023,97.31462979889947,291.35859926499614
76.59680349078683,69.87960887788857,295.52897961997377
90.02306960197272,101.15110593453822,299.4507133789415
94.46711803185347,110.56043170794175,298.62511023228876
95.60391137419407,76.62164909568362,304.79753488814146
94.57533577298682,104.96698743119879,305.73456640273844
93.13586790387474,119.42856181315335,309.78268500205013
104.29698589605847,77.21488824757895,311.21651056589855
91.98637007335722,66.83091331274557,314.60660046597974
117.60048646216845,86.2401719945907,317.42773485494763
102.71092662745663,103.72105555897717,319.58460817271487
96.54605097279659,94.46111703526758,323.66595662227985
94.42242287651479,121.37569451268999,326.86182811226223
